identifier,repaid
150213,0
150214,0
150215,1
150216,0
150217,1
150218,1
150219,1
150220,1
150221,0
150222,0
150223,0
150224,0
150225,1
150226,1
150227,1
150228,0
150229,1
150230,1
150231,0
150232,0
150233,1
150234,0
150235,0
150236,0
150237,1
150238,0
150239,1
150240,1
150241,1
150242,0
150243,1
150244,0
150245,0
150246,0
150247,0
150248,0
150249,1
150250,0
150251,1
150252,1
150253,1
150254,1
150255,0
150256,0
150257,1
150258,0
150259,0
150260,0
150261,0
150262,1
150263,0
150264,1
150265,0
150266,0
150267,1
150268,1
150269,0
150270,1
150271,1
150272,0
150273,0
150274,0
150275,1
150276,0
150277,0
150278,1
150279,1
150280,0
150281,1
150282,0
150283,1
150284,1
150285,0
150286,1
150287,0
150288,1
150289,1
150290,0
150291,1
150292,0
150293,1
150294,1
150295,0
150296,0
150297,0
150298,0
150299,0
150300,0
150301,1
150302,1
150303,1
150304,0
150305,0
150306,1
150307,0
150308,1
150309,1
150310,0
150311,1
150312,1
150313,0
150314,0
150315,0
150316,1
150317,1
150318,0
150319,0
150320,1
150321,1
150322,0
150323,1
150324,1
150325,1
150326,0
150327,0
150328,0
150329,0
150330,0
150331,1
150332,0
150333,0
150334,0
150335,0
150336,1
150337,0
150338,0
150339,0
150340,1
150341,1
150342,0
150343,0
150344,0
150345,1
150346,0
150347,1
150348,0
150349,1
150350,0
150351,1
150352,1
150353,1
150354,0
150355,0
150356,0
150357,0
150358,1
150359,0
150360,1
150361,0
150362,1
150363,0
150364,0
150365,0
150366,1
150367,1
150368,0
150369,0
150370,0
150371,1
150372,0
150373,1
150374,0
150375,0
150376,1
150377,0
150378,0
150379,0
150380,1
150381,1
150382,1
150383,0
150384,1
150385,0
150386,1
150387,0
150388,0
150389,1
150390,1
150391,1
150392,1
150393,1
150394,1
150395,1
150396,1
150397,0
150398,1
150399,0
150400,1
150401,1
150402,1
150403,1
150404,1
150405,1
150406,0
150407,0
150408,1
150409,0
150410,0
150411,1
150412,0
150413,0
150414,0
150415,1
150416,1
150417,0
150418,0
150419,1
150420,0
150421,1
150422,0
150423,0
150424,1
150425,1
150426,1
150427,0
150428,0
150429,1
150430,0
150431,0
150432,1
150433,1
150434,1
150435,1
150436,1
150437,1
150438,0
150439,0
150440,1
150441,0
150442,1
150443,0
150444,0
150445,1
150446,1
150447,1
150448,1
150449,1
150450,0
150451,0
150452,0
150453,0
150454,0
150455,0
150456,1
150457,1
150458,0
150459,1
150460,1
150461,0
150462,1
150463,1
150464,1
150465,1
150466,1
150467,1
150468,1
150469,0
150470,0
150471,0
150472,0
150473,0
150474,0
150475,1
150476,0
150477,0
150478,0
150479,0
150480,0
150481,1
150482,0
150483,1
150484,1
150485,0
150486,0
150487,0
150488,1
150489,1
150490,0
150491,1
150492,0
150493,1
150494,0
150495,0
150496,0
150497,0
150498,0
150499,1
150500,0
150501,1
150502,1
150503,0
150504,1
150505,0
150506,0
150507,0
150508,0
150509,1
150510,1
150511,1
150512,1
150513,1
150514,0
150515,1
150516,1
150517,1
150518,1
150519,0
150520,0
150521,0
150522,1
150523,1
150524,1
150525,1
150526,0
150527,1
150528,0
150529,0
150530,1
150531,0
150532,0
150533,1
150534,0
150535,0
150536,1
150537,0
150538,0
150539,1
150540,0
150541,1
150542,0
150543,0
150544,0
150545,0
150546,1
150547,0
150548,0
150549,0
150550,0
150551,0
150552,0
150553,0
150554,0
150555,1
150556,0
150557,1
150558,0
150559,1
150560,1
150561,1
150562,1
150563,0
150564,1
150565,1
150566,1
150567,0
150568,0
150569,1
150570,0
150571,0
150572,0
150573,0
150574,1
150575,1
150576,1
150577,0
150578,1
150579,0
150580,1
150581,0
150582,0
150583,0
150584,1
150585,0
150586,1
150587,0
150588,0
150589,0
150590,1
150591,0
150592,0
150593,0
150594,1
150595,1
150596,1
150597,1
150598,1
150599,0
150600,0
150601,0
150602,0
150603,0
150604,1
150605,1
150606,0
150607,1
150608,1
150609,1
150610,0
150611,1
150612,1
150613,1
150614,0
150615,0
150616,0
150617,1
150618,0
150619,1
150620,0
150621,0
150622,0
150623,1
150624,1
150625,0
150626,1
150627,1
150628,1
150629,0
150630,1
150631,1
150632,0
150633,0
150634,0
150635,1
150636,0
150637,1
150638,0
150639,1
150640,0
150641,0
150642,0
150643,1
150644,0
150645,1
150646,0
150647,1
150648,1
150649,0
150650,1
150651,0
150652,0
150653,1
150654,0
150655,0
150656,0
150657,0
150658,0
150659,1
150660,1
150661,1
150662,0
150663,1
150664,0
150665,1
150666,0
150667,0
150668,1
150669,1
150670,0
150671,1
150672,0
150673,0
150674,1
150675,1
150676,1
150677,1
150678,0
150679,1
150680,1
150681,1
150682,1
150683,0
150684,0
150685,0
150686,0
150687,1
150688,1
150689,1
150690,0
150691,1
150692,0
150693,0
150694,1
150695,0
150696,1
150697,0
150698,1
150699,0
150700,1
150701,0
150702,1
150703,0
150704,1
150705,1
150706,1
150707,1
150708,0
150709,0
150710,1
150711,1
150712,1
150713,0
150714,0
150715,1
150716,1
150717,0
150718,0
150719,1
150720,0
150721,1
150722,1
150723,0
150724,0
150725,0
150726,1
150727,0
150728,0
150729,0
150730,0
150731,0
150732,0
150733,0
150734,1
150735,1
150736,1
150737,0
150738,0
150739,0
150740,1
150741,1
150742,1
150743,0
150744,1
150745,1
150746,0
150747,0
150748,0
150749,1
150750,0
150751,1
150752,1
150753,1
150754,0
150755,0
150756,1
150757,0
150758,1
150759,0
150760,0
150761,1
150762,0
150763,0
150764,0
150765,0
150766,1
150767,1
150768,0
150769,0
150770,0
150771,0
150772,1
150773,1
150774,1
150775,1
150776,0
150777,0
150778,1
150779,1
150780,1
150781,0
150782,0
150783,1
150784,0
150785,1
150786,0
150787,0
150788,1
150789,1
150790,0
150791,1
150792,1
150793,1
150794,1
150795,0
150796,1
150797,0
150798,0
150799,1
150800,1
150801,1
150802,1
150803,0
150804,1
150805,1
150806,0
150807,1
150808,0
150809,0
150810,0
150811,1
150812,0
150813,0
150814,0
150815,1
150816,1
150817,1
150818,1
150819,1
150820,0
150821,0
150822,1
150823,1
150824,0
150825,1
150826,0
150827,0
150828,0
150829,0
150830,1
150831,0
150832,1
150833,1
150834,1
150835,1
150836,0
150837,1
150838,1
150839,1
150840,0
150841,0
150842,1
150843,0
150844,0
150845,1
150846,1
150847,0
150848,0
150849,1
150850,1
150851,1
150852,0
150853,1
150854,0
150855,1
150856,1
150857,0
150858,0
150859,1
150860,0
150861,1
150862,1
150863,1
150864,1
150865,1
150866,1
150867,1
150868,0
150869,0
150870,1
150871,1
150872,1
150873,0
150874,1
150875,0
150876,0
150877,0
150878,1
150879,0
150880,1
150881,0
150882,1
150883,0
150884,1
150885,1
150886,0
150887,0
150888,1
150889,0
150890,1
150891,0
150892,1
150893,0
150894,0
150895,0
150896,1
150897,1
150898,1
150899,1
150900,1
150901,0
150902,1
150903,0
150904,0
150905,1
150906,0
150907,1
150908,1
150909,0
150910,1
150911,1
150912,1
150913,1
150914,1
150915,1
150916,1
150917,0
150918,0
150919,1
150920,1
150921,1
150922,1
150923,1
150924,1
150925,1
150926,0
150927,1
150928,1
150929,0
150930,0
150931,1
150932,1
150933,1
150934,1
150935,1
150936,1
150937,1
150938,0
150939,0
150940,1
150941,1
150942,0
150943,0
150944,0
150945,1
150946,1
150947,1
150948,0
150949,1
150950,0
150951,0
150952,1
150953,1
150954,1
150955,1
150956,1
150957,0
150958,1
150959,1
150960,1
150961,1
150962,1
150963,1
150964,0
150965,1
150966,0
150967,0
150968,1
150969,1
150970,1
150971,0
150972,0
150973,1
150974,0
150975,0
150976,1
150977,0
150978,0
150979,1
150980,0
150981,0
150982,1
150983,1
150984,1
150985,0
150986,1
150987,1
150988,0
150989,1
150990,0
150991,0
150992,1
150993,0
150994,1
150995,1
150996,0
150997,1
150998,1
150999,1
151000,1
151001,0
151002,1
151003,1
151004,1
151005,0
151006,1
151007,0
151008,1
151009,1
151010,1
151011,1
151012,1
151013,1
151014,0
151015,0
151016,1
151017,1
151018,0
151019,1
151020,0
151021,1
151022,1
151023,1
151024,0
151025,1
151026,1
151027,0
151028,1
151029,0
151030,0
151031,1
151032,1
151033,0
151034,0
151035,0
151036,1
151037,0
151038,1
151039,0
151040,1
151041,1
151042,1
151043,1
151044,1
151045,1
151046,0
151047,0
151048,0
151049,0
151050,1
151051,0
151052,1
151053,0
151054,1
151055,0
151056,0
151057,1
151058,1
151059,0
151060,1
151061,0
151062,0
151063,1
151064,0
151065,1
151066,1
151067,1
151068,1
151069,1
151070,0
151071,0
151072,0
151073,0
151074,1
151075,0
151076,1
151077,1
151078,0
151079,1
151080,1
151081,0
151082,0
151083,0
151084,1
151085,0
151086,0
151087,1
151088,1
151089,1
151090,0
151091,0
151092,0
151093,1
151094,1
151095,0
151096,0
151097,0
151098,1
151099,0
151100,1
151101,1
151102,1
151103,0
151104,1
151105,1
151106,0
151107,1
151108,1
151109,1
151110,1
151111,1
151112,0
151113,0
151114,0
151115,0
151116,1
151117,1
151118,0
151119,0
151120,1
151121,1
151122,0
151123,0
151124,1
151125,1
151126,0
151127,0
151128,0
151129,1
151130,1
151131,1
151132,0
151133,1
151134,1
151135,1
151136,1
151137,1
151138,1
151139,1
151140,1
151141,1
151142,0
151143,1
151144,0
151145,1
151146,0
151147,1
151148,0
151149,1
151150,1
151151,1
151152,0
151153,0
151154,0
151155,1
151156,1
151157,1
151158,1
151159,1
151160,0
151161,0
151162,0
151163,1
151164,0
151165,0
151166,1
151167,1
151168,1
151169,0
151170,1
151171,0
151172,1
151173,0
151174,1
151175,0
151176,1
151177,1
151178,1
151179,0
151180,0
151181,0
151182,0
151183,0
151184,1
151185,1
151186,0
151187,1
151188,0
151189,0
151190,0
151191,0
151192,0
151193,0
151194,1
151195,0
151196,0
151197,1
151198,0
151199,0
151200,1
151201,0
151202,1
151203,0
151204,1
151205,0
151206,0
151207,0
151208,1
151209,0
151210,0
151211,0
151212,0
151213,1
151214,0
151215,1
151216,0
151217,1
151218,1
151219,0
151220,0
151221,1
151222,1
151223,1
151224,0
151225,1
151226,1
151227,0
151228,0
151229,1
151230,0
151231,1
151232,0
151233,1
151234,1
151235,1
151236,1
151237,1
151238,0
151239,1
151240,1
151241,0
151242,1
151243,1
151244,1
151245,1
151246,0
151247,0
151248,1
151249,1
151250,1
151251,1
151252,0
151253,1
151254,1
151255,1
151256,1
151257,1
151258,0
151259,1
151260,0
151261,0
151262,0
151263,0
151264,0
151265,0
151266,0
151267,0
151268,0
151269,0
151270,0
151271,0
151272,1
151273,0
151274,1
151275,1
151276,1
151277,0
151278,1
151279,0
151280,0
151281,0
151282,1
151283,1
151284,1
151285,1
151286,0
151287,0
151288,1
151289,0
151290,0
151291,1
151292,0
151293,0
151294,0
151295,1
151296,0
151297,0
151298,0
151299,1
151300,0
151301,1
151302,1
151303,1
151304,0
151305,0
151306,0
151307,0
151308,0
151309,0
151310,0
151311,1
151312,1
151313,0
151314,0
151315,0
151316,0
151317,0
151318,1
151319,1
151320,1
151321,1
151322,0
151323,1
151324,1
151325,0
151326,1
151327,1
151328,1
151329,0
151330,1
151331,1
151332,0
151333,1
151334,1
151335,1
151336,0
151337,1
151338,0
151339,1
151340,1
151341,0
151342,1
151343,0
151344,1
151345,0
151346,1
151347,0
151348,1
151349,1
151350,0
151351,1
151352,1
151353,0
151354,0
151355,0
151356,0
151357,1
151358,0
151359,1
151360,0
151361,0
151362,0
151363,1
151364,1
151365,1
151366,0
151367,1
151368,1
151369,0
151370,0
151371,0
151372,0
151373,1
151374,1
151375,0
151376,0
151377,0
151378,1
151379,0
151380,1
151381,1
151382,0
151383,0
151384,0
151385,0
151386,0
151387,0
151388,1
151389,1
151390,1
151391,1
151392,1
151393,0
151394,0
151395,0
151396,1
151397,0
151398,1
151399,0
151400,0
151401,1
151402,0
151403,1
151404,0
151405,1
151406,0
151407,1
151408,0
151409,0
151410,0
151411,0
151412,0
151413,1
151414,1
151415,1
151416,1
151417,0
151418,0
151419,0
151420,1
151421,0
151422,1
151423,0
151424,1
151425,1
151426,1
151427,0
151428,1
151429,1
151430,0
151431,1
151432,0
151433,0
151434,1
151435,0
151436,1
151437,0
151438,1
151439,1
151440,0
151441,1
151442,0
151443,1
151444,0
151445,0
151446,0
151447,0
151448,1
151449,1
151450,0
151451,0
151452,0
151453,1
151454,0
151455,0
151456,0
151457,0
151458,0
151459,0
151460,1
151461,0
151462,1
151463,0
151464,1
151465,1
151466,1
151467,1
151468,0
151469,0
151470,1
151471,0
151472,1
151473,0
151474,0
151475,0
151476,0
151477,0
151478,1
151479,0
151480,1
151481,0
151482,1
151483,1
151484,1
151485,1
151486,1
151487,1
151488,0
151489,0
151490,1
151491,0
151492,0
151493,0
151494,0
151495,1
151496,1
151497,0
151498,0
151499,0
151500,0
151501,0
151502,1
151503,0
151504,1
151505,0
151506,0
151507,0
151508,0
151509,1
151510,1
151511,1
151512,1
151513,0
151514,0
151515,0
151516,0
151517,0
151518,0
151519,1
151520,0
151521,0
151522,0
151523,0
151524,1
151525,1
151526,1
151527,0
151528,0
151529,0
151530,0
151531,1
151532,1
151533,0
151534,0
151535,1
151536,1
151537,0
151538,1
151539,1
151540,1
151541,0
151542,0
151543,1
151544,1
151545,1
151546,0
151547,0
151548,0
151549,1
151550,1
151551,1
151552,1
151553,1
151554,1
151555,0
151556,1
151557,0
151558,1
151559,0
151560,1
151561,1
151562,0
151563,1
151564,1
151565,1
151566,1
151567,0
151568,1
151569,1
151570,0
151571,0
151572,1
151573,1
151574,0
151575,1
151576,1
151577,0
151578,0
151579,1
151580,0
151581,0
151582,0
151583,0
151584,0
151585,1
151586,0
151587,1
151588,0
151589,1
151590,0
151591,1
151592,1
151593,0
151594,0
151595,1
151596,1
151597,0
151598,0
151599,0
151600,0
151601,1
151602,1
151603,0
151604,1
151605,0
151606,1
151607,1
151608,1
151609,0
151610,0
151611,1
151612,1
151613,1
151614,0
151615,1
151616,0
151617,1
151618,1
151619,1
151620,1
151621,0
151622,0
151623,1
151624,0
151625,0
151626,1
151627,1
151628,0
151629,0
151630,0
151631,0
151632,1
151633,1
151634,0
151635,0
151636,0
151637,0
151638,0
151639,1
151640,0
151641,0
151642,0
151643,1
151644,0
151645,1
151646,0
151647,1
151648,0
151649,1
151650,0
151651,0
151652,1
151653,1
151654,0
151655,1
151656,0
151657,0
151658,1
151659,0
151660,0
151661,0
151662,0
151663,1
151664,0
151665,1
151666,0
151667,1
151668,1
151669,1
151670,0
151671,0
151672,1
151673,0
151674,0
151675,1
151676,1
151677,0
151678,0
151679,1
151680,1
151681,1
151682,0
151683,1
151684,0
151685,1
151686,0
151687,1
151688,0
151689,1
151690,1
151691,0
151692,0
151693,1
151694,0
151695,0
151696,0
151697,1
151698,1
151699,0
151700,0
151701,1
151702,0
151703,0
151704,0
151705,1
151706,1
151707,0
151708,1
151709,1
151710,0
151711,0
151712,1
151713,1
151714,1
151715,0
151716,1
151717,1
151718,1
151719,1
151720,1
151721,0
151722,0
151723,0
151724,0
151725,1
151726,0
151727,0
151728,0
151729,0
151730,0
151731,1
151732,0
151733,1
151734,1
151735,1
151736,1
151737,0
151738,0
151739,1
151740,1
151741,1
151742,0
151743,1
151744,1
151745,1
151746,0
151747,1
151748,0
151749,0
151750,1
151751,1
151752,1
151753,0
151754,1
151755,0
151756,0
151757,1
151758,0
151759,1
151760,1
151761,1
151762,0
151763,0
151764,0
151765,0
151766,1
151767,0
151768,0
151769,0
151770,0
151771,1
151772,1
151773,0
151774,0
151775,0
151776,0
151777,0
151778,0
151779,0
151780,0
151781,0
151782,0
151783,0
151784,0
151785,1
151786,0
151787,0
151788,1
151789,1
151790,0
151791,1
151792,0
151793,1
151794,1
151795,0
151796,1
151797,0
151798,0
151799,0
151800,0
151801,1
151802,0
151803,1
151804,1
151805,1
151806,1
151807,0
151808,0
151809,0
151810,1
151811,1
151812,1
151813,0
151814,0
151815,0
151816,1
151817,1
151818,1
151819,0
151820,1
151821,0
151822,1
151823,0
151824,1
151825,0
151826,0
151827,0
151828,0
151829,1
151830,1
151831,1
151832,0
151833,0
151834,0
151835,1
151836,0
151837,0
151838,0
151839,1
151840,1
151841,0
151842,0
151843,0
151844,1
151845,1
151846,0
151847,0
151848,1
151849,0
151850,0
151851,1
151852,0
151853,1
151854,1
151855,0
151856,0
151857,1
151858,1
151859,0
151860,0
151861,0
151862,1
151863,1
151864,0
151865,0
151866,1
151867,0
151868,1
151869,1
151870,0
151871,0
151872,0
151873,1
151874,1
151875,0
151876,1
151877,1
151878,1
151879,0
151880,0
151881,1
151882,0
151883,1
151884,0
151885,0
151886,1
151887,1
151888,1
151889,0
151890,0
151891,0
151892,1
151893,0
151894,1
151895,0
151896,0
151897,1
151898,0
151899,0
151900,1
151901,0
151902,0
151903,0
151904,1
151905,0
151906,1
151907,1
151908,1
151909,0
151910,1
151911,1
151912,1
151913,0
151914,1
151915,0
151916,1
151917,0
151918,0
151919,1
151920,1
151921,0
151922,0
151923,0
151924,1
151925,0
151926,1
151927,0
151928,1
151929,1
151930,0
151931,1
151932,0
151933,0
151934,1
151935,0
151936,0
151937,0
151938,0
151939,1
151940,0
151941,0
151942,0
151943,1
151944,1
151945,0
151946,1
151947,0
151948,1
151949,0
151950,1
151951,0
151952,0
151953,1
151954,1
151955,0
151956,1
151957,0
151958,0
151959,1
151960,1
151961,1
151962,0
151963,0
151964,0
151965,0
151966,1
151967,0
151968,0
151969,0
151970,1
151971,1
151972,1
151973,1
151974,1
151975,0
151976,0
151977,0
151978,1
151979,1
151980,1
151981,0
151982,1
151983,1
151984,1
151985,0
151986,1
151987,0
151988,0
151989,1
151990,1
151991,0
151992,0
151993,1
151994,1
151995,0
151996,1
151997,0
151998,1
151999,0
152000,1
152001,0
152002,0
152003,0
152004,0
152005,0
152006,1
152007,0
152008,1
152009,0
152010,0
152011,0
152012,0
152013,0
152014,1
152015,1
152016,1
152017,0
152018,0
152019,0
152020,1
152021,1
152022,0
152023,1
152024,0
152025,0
152026,0
152027,0
152028,0
152029,1
152030,0
152031,1
152032,0
152033,1
152034,0
152035,0
152036,1
152037,0
152038,0
152039,0
152040,0
152041,0
152042,0
152043,1
152044,1
152045,1
152046,1
152047,0
152048,0
152049,0
152050,0
152051,1
152052,1
152053,0
152054,1
152055,1
152056,0
152057,0
152058,1
152059,0
152060,0
152061,0
152062,1
152063,0
152064,1
152065,0
152066,0
152067,1
152068,0
152069,1
152070,1
152071,0
152072,0
152073,1
152074,1
152075,0
152076,1
152077,1
152078,0
152079,0
152080,1
152081,0
152082,0
152083,0
152084,0
152085,0
152086,0
152087,1
152088,0
152089,0
152090,0
152091,0
152092,1
152093,0
152094,0
152095,1
152096,0
152097,0
152098,0
152099,0
152100,0
152101,0
152102,1
152103,0
152104,0
152105,1
152106,1
152107,0
152108,1
152109,0
152110,1
152111,0
152112,0
152113,0
152114,1
152115,0
152116,0
152117,1
152118,1
152119,0
152120,0
152121,1
152122,0
152123,1
152124,1
152125,1
152126,0
152127,0
152128,0
152129,0
152130,1
152131,0
152132,1
152133,1
152134,1
152135,1
152136,1
152137,1
152138,0
152139,0
152140,1
152141,1
152142,0
152143,0
152144,0
152145,0
152146,1
152147,1
152148,0
152149,0
152150,1
152151,1
152152,0
152153,1
152154,0
152155,0
152156,1
152157,0
152158,1
152159,1
152160,0
152161,1
152162,0
152163,1
152164,1
152165,1
152166,0
152167,0
152168,0
152169,0
152170,1
152171,0
152172,1
152173,1
152174,0
152175,0
152176,1
152177,0
152178,1
152179,0
152180,0
152181,0
152182,0
152183,0
152184,1
152185,0
152186,1
152187,1
152188,1
152189,0
152190,0
152191,0
152192,1
152193,0
152194,0
152195,0
152196,0
152197,1
152198,0
152199,0
152200,1
152201,1
152202,0
152203,1
152204,0
152205,0
152206,1
152207,0
152208,1
152209,1
152210,0
152211,1
152212,1
152213,0
152214,1
152215,0
152216,1
152217,0
152218,0
152219,1
152220,1
152221,0
152222,0
152223,0
152224,1
152225,1
152226,0
152227,0
152228,0
152229,0
152230,0
152231,1
152232,1
152233,1
152234,0
152235,0
152236,1
152237,0
152238,0
152239,0
152240,0
152241,1
152242,1
152243,1
152244,0
152245,0
152246,0
152247,0
152248,1
152249,1
152250,1
152251,0
152252,1
152253,0
152254,0
152255,1
152256,0
152257,1
152258,0
152259,1
152260,0
152261,1
152262,1
152263,0
152264,0
152265,1
152266,0
152267,0
152268,0
152269,1
152270,1
152271,0
152272,0
152273,0
152274,0
152275,1
152276,1
152277,1
152278,1
152279,1
152280,0
152281,1
152282,0
152283,0
152284,1
152285,1
152286,0
152287,1
152288,0
152289,0
152290,0
152291,0
152292,1
152293,0
152294,1
152295,1
152296,1
152297,1
152298,1
152299,0
152300,0
152301,1
152302,1
152303,1
152304,1
152305,1
152306,1
152307,1
152308,0
152309,0
152310,0
152311,1
152312,0
152313,0
152314,1
152315,0
152316,0
152317,0
152318,1
152319,1
152320,0
152321,0
152322,0
152323,0
152324,1
152325,1
152326,0
152327,1
152328,1
152329,0
152330,0
152331,1
152332,1
152333,1
152334,1
152335,0
152336,0
152337,1
152338,0
152339,1
152340,0
152341,0
152342,1
152343,0
152344,0
152345,1
152346,0
152347,1
152348,1
152349,1
152350,1
152351,0
152352,1
152353,1
152354,0
152355,1
152356,1
152357,1
152358,0
152359,0
152360,1
152361,1
152362,1
152363,0
152364,0
152365,1
152366,0
152367,0
152368,1
152369,1
152370,1
152371,0
152372,0
152373,1
152374,0
152375,1
152376,0
152377,1
152378,0
152379,1
152380,0
152381,0
152382,1
152383,0
152384,1
152385,0
152386,0
152387,1
152388,0
152389,1
152390,0
152391,1
152392,0
152393,1
152394,1
152395,1
152396,1
152397,1
152398,0
152399,1
152400,0
152401,1
152402,1
152403,0
152404,0
152405,0
152406,1
152407,0
152408,1
152409,0
152410,1
152411,1
152412,0
152413,1
152414,1
152415,1
152416,1
152417,1
152418,0
152419,1
152420,0
152421,1
152422,1
152423,1
152424,0
152425,0
152426,0
152427,1
152428,0
152429,0
152430,0
152431,0
152432,0
152433,0
152434,0
152435,1
152436,1
152437,0
152438,1
152439,1
152440,1
152441,0
152442,1
152443,0
152444,0
152445,0
152446,0
152447,1
152448,1
152449,0
152450,0
152451,1
152452,1
152453,1
152454,0
152455,0
152456,0
152457,1
152458,1
152459,1
152460,1
152461,1
152462,1
152463,0
152464,0
152465,1
152466,0
152467,1
152468,1
152469,1
152470,1
152471,1
152472,0
152473,0
152474,0
152475,1
152476,1
152477,0
152478,1
152479,1
152480,1
152481,0
152482,0
152483,0
152484,0
152485,1
152486,0
152487,1
152488,0
152489,1
152490,0
152491,1
152492,1
152493,1
152494,1
152495,0
152496,1
152497,1
152498,1
152499,1
152500,0
152501,1
152502,1
152503,0
152504,0
152505,1
152506,1
152507,0
152508,0
152509,0
152510,1
152511,0
152512,0
152513,1
152514,0
152515,1
152516,0
152517,0
152518,0
152519,0
152520,1
152521,1
152522,1
152523,0
152524,0
152525,0
152526,1
152527,1
152528,0
152529,1
152530,0
152531,1
152532,1
152533,0
152534,1
152535,0
152536,0
152537,0
152538,0
152539,0
152540,0
152541,1
152542,0
152543,1
152544,0
152545,1
152546,0
152547,1
152548,1
152549,0
152550,1
152551,1
152552,1
152553,1
152554,1
152555,1
152556,1
152557,0
152558,0
152559,0
152560,0
152561,0
152562,0
152563,0
152564,1
152565,1
152566,0
152567,1
152568,0
152569,1
152570,1
152571,1
152572,1
152573,0
152574,0
152575,1
152576,1
152577,1
152578,0
152579,1
152580,1
152581,1
152582,1
152583,1
152584,1
152585,0
152586,1
152587,0
152588,0
152589,1
152590,0
152591,0
152592,0
152593,0
152594,1
152595,1
152596,1
152597,1
152598,0
152599,0
152600,0
152601,0
152602,0
152603,1
152604,1
152605,1
152606,1
152607,1
152608,0
152609,0
152610,0
152611,0
152612,0
152613,0
152614,1
152615,0
152616,0
152617,1
152618,1
152619,1
152620,1
152621,0
152622,1
152623,0
152624,0
152625,0
152626,0
152627,1
152628,1
152629,1
152630,1
152631,1
152632,1
152633,0
152634,0
152635,1
152636,0
152637,0
152638,0
152639,1
152640,0
152641,0
152642,1
152643,0
152644,0
152645,0
152646,1
152647,1
152648,0
152649,0
152650,0
152651,1
152652,1
152653,1
152654,1
152655,0
152656,1
152657,1
152658,1
152659,0
152660,1
152661,1
152662,0
152663,0
152664,0
152665,0
152666,1
152667,1
152668,0
152669,0
152670,1
152671,0
152672,0
152673,1
152674,0
152675,0
152676,1
152677,0
152678,1
152679,1
152680,0
152681,1
152682,0
152683,1
152684,0
152685,1
152686,0
152687,0
152688,0
152689,1
152690,0
152691,1
152692,1
152693,1
152694,0
152695,0
152696,0
152697,1
152698,0
152699,0
152700,0
152701,1
152702,1
152703,0
152704,1
152705,0
152706,1
152707,1
152708,0
152709,1
152710,0
152711,1
152712,0
152713,0
152714,0
152715,0
152716,1
152717,0
152718,1
152719,0
152720,1
152721,0
152722,0
152723,0
152724,1
152725,1
152726,0
152727,1
152728,0
152729,1
152730,0
152731,1
152732,1
152733,1
152734,0
152735,0
152736,1
152737,0
152738,0
152739,1
152740,0
152741,0
152742,0
152743,0
152744,1
152745,0
152746,1
152747,0
152748,0
152749,1
152750,0
152751,0
152752,1
152753,0
152754,0
152755,1
152756,1
152757,1
152758,1
152759,0
152760,1
152761,0
152762,0
152763,0
152764,0
152765,0
152766,0
152767,1
152768,0
152769,0
152770,0
152771,0
152772,0
152773,1
152774,0
152775,0
152776,0
152777,1
152778,1
152779,0
152780,1
152781,1
152782,0
152783,1
152784,0
152785,0
152786,0
152787,1
152788,1
152789,0
152790,0
152791,0
152792,1
152793,1
152794,0
152795,1
