identifier,repaid
100797,1
100798,0
100799,1
100800,0
100801,1
100802,0
100803,1
100804,1
100805,1
100806,1
100807,0
100808,1
100809,1
100810,0
100811,1
100812,1
100813,0
100814,1
100815,0
100816,1
100817,0
100818,0
100819,1
100820,1
100821,0
100822,1
100823,0
100824,1
100825,1
100826,0
100827,1
100828,0
100829,0
100830,1
100831,1
100832,1
100833,0
100834,0
100835,1
100836,1
100837,0
100838,1
100839,1
100840,1
100841,1
100842,0
100843,0
100844,1
100845,1
100846,1
100847,0
100848,1
100849,1
100850,1
100851,0
100852,1
100853,0
100854,1
100855,0
100856,1
100857,1
100858,1
100859,0
100860,1
100861,0
100862,0
100863,0
100864,1
100865,1
100866,0
100867,1
100868,0
100869,1
100870,1
100871,0
100872,0
100873,1
100874,1
100875,1
100876,0
100877,0
100878,1
100879,0
100880,0
100881,0
100882,0
100883,0
100884,0
100885,1
100886,1
100887,0
100888,1
100889,1
100890,0
100891,0
100892,0
100893,0
100894,0
100895,1
100896,1
100897,0
100898,1
100899,0
100900,0
100901,0
100902,1
100903,1
100904,0
100905,0
100906,0
100907,1
100908,0
100909,1
100910,1
100911,0
100912,0
100913,0
100914,1
100915,0
100916,0
100917,0
100918,0
100919,0
100920,1
100921,1
100922,1
100923,1
100924,0
100925,0
100926,0
100927,0
100928,0
100929,1
100930,1
100931,0
100932,1
100933,1
100934,0
100935,1
100936,0
100937,1
100938,0
100939,0
100940,0
100941,0
100942,1
100943,1
100944,1
100945,1
100946,1
100947,0
100948,1
100949,0
100950,0
100951,1
100952,1
100953,1
100954,1
100955,1
100956,0
100957,1
100958,0
100959,0
100960,0
100961,0
100962,0
100963,1
100964,1
100965,0
100966,1
100967,0
100968,0
100969,1
100970,1
100971,1
100972,1
100973,1
100974,1
100975,1
100976,0
100977,0
100978,1
100979,0
100980,0
100981,0
100982,1
100983,1
100984,0
100985,1
100986,1
100987,1
100988,1
100989,1
100990,1
100991,0
100992,0
100993,0
100994,0
100995,1
100996,0
100997,0
100998,1
100999,1
101000,1
101001,0
101002,0
101003,0
101004,1
101005,0
101006,0
101007,0
101008,0
101009,0
101010,1
101011,0
101012,0
101013,1
101014,0
101015,1
101016,1
101017,0
101018,1
101019,0
101020,0
101021,1
101022,1
101023,0
101024,1
101025,1
101026,0
101027,0
101028,1
101029,0
101030,1
101031,1
101032,1
101033,1
101034,1
101035,1
101036,0
101037,1
101038,0
101039,0
101040,0
101041,0
101042,0
101043,1
101044,0
101045,0
101046,1
101047,0
101048,0
101049,0
101050,1
101051,0
101052,1
101053,0
101054,1
101055,0
101056,1
101057,1
101058,0
101059,1
101060,1
101061,1
101062,0
101063,1
101064,0
101065,1
101066,0
101067,1
101068,0
101069,0
101070,0
101071,1
101072,1
101073,1
101074,0
101075,0
101076,1
101077,1
101078,0
101079,1
101080,0
101081,1
101082,1
101083,0
101084,0
101085,0
101086,1
101087,1
101088,0
101089,0
101090,1
101091,1
101092,0
101093,0
101094,0
101095,0
101096,1
101097,0
101098,1
101099,1
101100,1
101101,1
101102,0
101103,1
101104,0
101105,1
101106,1
101107,0
101108,0
101109,1
101110,1
101111,0
101112,1
101113,0
101114,0
101115,0
101116,1
101117,1
101118,1
101119,1
101120,0
101121,0
101122,1
101123,0
101124,1
101125,1
101126,0
101127,0
101128,0
101129,1
101130,1
101131,0
101132,0
101133,0
101134,0
101135,1
101136,1
101137,0
101138,1
101139,0
101140,0
101141,1
101142,1
101143,0
101144,1
101145,0
101146,1
101147,1
101148,0
101149,0
101150,0
101151,1
101152,0
101153,0
101154,1
101155,1
101156,1
101157,0
101158,0
101159,0
101160,0
101161,0
101162,0
101163,0
101164,1
101165,0
101166,0
101167,0
101168,1
101169,1
101170,1
101171,1
101172,1
101173,1
101174,0
101175,1
101176,0
101177,1
101178,0
101179,1
101180,1
101181,1
101182,0
101183,1
101184,0
101185,0
101186,0
101187,1
101188,0
101189,1
101190,0
101191,1
101192,1
101193,1
101194,0
101195,0
101196,1
101197,1
101198,0
101199,0
101200,1
101201,0
101202,0
101203,0
101204,1
101205,0
101206,0
101207,1
101208,1
101209,1
101210,1
101211,1
101212,1
101213,1
101214,0
101215,0
101216,0
101217,0
101218,1
101219,1
101220,0
101221,1
101222,0
101223,0
101224,1
101225,1
101226,0
101227,1
101228,0
101229,1
101230,1
101231,1
101232,0
101233,1
101234,1
101235,0
101236,1
101237,0
101238,0
101239,0
101240,0
101241,0
101242,0
101243,1
101244,1
101245,0
101246,0
101247,0
101248,1
101249,0
101250,0
101251,0
101252,1
101253,0
101254,1
101255,1
101256,1
101257,1
101258,0
101259,1
101260,0
101261,0
101262,0
101263,1
101264,0
101265,1
101266,1
101267,0
101268,0
101269,0
101270,1
101271,1
101272,0
101273,0
101274,0
101275,0
101276,0
101277,0
101278,0
101279,0
101280,0
101281,1
101282,0
101283,1
101284,1
101285,0
101286,1
101287,0
101288,0
101289,0
101290,1
101291,0
101292,1
101293,0
101294,1
101295,0
101296,0
101297,1
101298,1
101299,0
101300,1
101301,0
101302,1
101303,0
101304,0
101305,1
101306,0
101307,1
101308,0
101309,1
101310,1
101311,0
101312,1
101313,0
101314,0
101315,1
101316,0
101317,1
101318,0
101319,1
101320,0
101321,0
101322,1
101323,0
101324,1
101325,1
101326,1
101327,0
101328,1
101329,0
101330,0
101331,1
101332,1
101333,1
101334,1
101335,1
101336,0
101337,0
101338,0
101339,1
101340,1
101341,1
101342,0
101343,0
101344,1
101345,1
101346,0
101347,0
101348,0
101349,1
101350,1
101351,0
101352,0
101353,1
101354,0
101355,0
101356,1
101357,1
101358,0
101359,0
101360,0
101361,1
101362,1
101363,0
101364,1
101365,1
101366,0
101367,1
101368,1
101369,1
101370,1
101371,0
101372,1
101373,1
101374,0
101375,0
101376,0
101377,0
101378,1
101379,1
101380,0
101381,0
101382,1
101383,1
101384,0
101385,0
101386,0
101387,1
101388,1
101389,1
101390,0
101391,1
101392,1
101393,1
101394,1
101395,0
101396,0
101397,0
101398,0
101399,1
101400,1
101401,0
101402,0
101403,1
101404,0
101405,0
101406,0
101407,0
101408,0
101409,0
101410,0
101411,1
101412,0
101413,0
101414,0
101415,1
101416,0
101417,1
101418,1
101419,0
101420,0
101421,0
101422,1
101423,1
101424,0
101425,0
101426,1
101427,0
101428,1
101429,0
101430,0
101431,0
101432,1
101433,1
101434,1
101435,0
101436,0
101437,0
101438,0
101439,1
101440,1
101441,1
101442,0
101443,1
101444,1
101445,1
101446,0
101447,0
101448,1
101449,1
101450,0
101451,1
101452,1
101453,0
101454,1
101455,0
101456,1
101457,1
101458,0
101459,0
101460,0
101461,1
101462,0
101463,0
101464,0
101465,0
101466,1
101467,1
101468,0
101469,0
101470,1
101471,0
101472,1
101473,1
101474,0
101475,0
101476,0
101477,0
101478,1
101479,0
101480,0
101481,0
101482,0
101483,1
101484,1
101485,1
101486,0
101487,0
101488,1
101489,1
101490,1
101491,1
101492,0
101493,0
101494,0
101495,1
101496,1
101497,1
101498,0
101499,1
101500,0
101501,0
101502,0
101503,0
101504,0
101505,1
101506,0
101507,1
101508,0
101509,0
101510,1
101511,0
101512,0
101513,0
101514,0
101515,1
101516,1
101517,0
101518,1
101519,0
101520,0
101521,0
101522,1
101523,1
101524,1
101525,0
101526,1
101527,0
101528,1
101529,0
101530,0
101531,0
101532,0
101533,0
101534,0
101535,1
101536,1
101537,0
101538,0
101539,1
101540,1
101541,0
101542,1
101543,0
101544,0
101545,1
101546,0
101547,1
101548,1
101549,0
101550,0
101551,0
101552,0
101553,0
101554,0
101555,0
101556,1
101557,1
101558,1
101559,1
101560,0
101561,0
101562,1
101563,0
101564,0
101565,1
101566,1
101567,0
101568,0
101569,0
101570,0
101571,1
101572,1
101573,1
101574,1
101575,1
101576,0
101577,0
101578,0
101579,1
101580,1
101581,0
101582,0
101583,0
101584,1
101585,0
101586,0
101587,0
101588,0
101589,1
101590,0
101591,0
101592,0
101593,0
101594,0
101595,0
101596,1
101597,0
101598,0
101599,1
101600,0
101601,0
101602,1
101603,0
101604,0
101605,1
101606,1
101607,1
101608,0
101609,0
101610,0
101611,0
101612,0
101613,1
101614,0
101615,1
101616,0
101617,1
101618,0
101619,1
101620,1
101621,0
101622,0
101623,1
101624,0
101625,0
101626,1
101627,0
101628,0
101629,0
101630,1
101631,1
101632,0
101633,1
101634,0
101635,0
101636,0
101637,1
101638,1
101639,1
101640,0
101641,1
101642,1
101643,1
101644,1
101645,0
101646,0
101647,1
101648,0
101649,1
101650,0
101651,0
101652,1
101653,0
101654,0
101655,1
101656,1
101657,1
101658,1
101659,0
101660,0
101661,0
101662,1
101663,0
101664,1
101665,0
101666,1
101667,1
101668,1
101669,1
101670,1
101671,1
101672,0
101673,0
101674,0
101675,1
101676,0
101677,1
101678,1
101679,1
101680,1
101681,1
101682,0
101683,1
101684,1
101685,0
101686,0
101687,0
101688,0
101689,1
101690,1
101691,0
101692,1
101693,1
101694,1
101695,1
101696,0
101697,1
101698,0
101699,0
101700,0
101701,0
101702,0
101703,1
101704,1
101705,1
101706,0
101707,1
101708,1
101709,1
101710,1
101711,1
101712,1
101713,0
101714,0
101715,0
101716,1
101717,0
101718,1
101719,1
101720,1
101721,1
101722,1
101723,1
101724,1
101725,1
101726,1
101727,0
101728,1
101729,0
101730,1
101731,0
101732,0
101733,0
101734,0
101735,1
101736,1
101737,1
101738,1
101739,0
101740,1
101741,1
101742,1
101743,1
101744,0
101745,1
101746,1
101747,0
101748,0
101749,1
101750,0
101751,1
101752,1
101753,1
101754,0
101755,0
101756,0
101757,0
101758,0
101759,1
101760,1
101761,1
101762,1
101763,0
101764,0
101765,1
101766,0
101767,0
101768,0
101769,0
101770,0
101771,0
101772,0
101773,1
101774,1
101775,1
101776,1
101777,1
101778,1
101779,1
101780,0
101781,1
101782,1
101783,1
101784,1
101785,1
101786,1
101787,0
101788,0
101789,0
101790,1
101791,0
101792,1
101793,0
101794,1
101795,1
101796,0
101797,1
101798,1
101799,0
101800,0
101801,1
101802,1
101803,1
101804,0
101805,1
101806,0
101807,1
101808,1
101809,1
101810,1
101811,1
101812,1
101813,1
101814,1
101815,0
101816,1
101817,1
101818,1
101819,0
101820,1
101821,1
101822,1
101823,0
101824,1
101825,0
101826,0
101827,1
101828,0
101829,0
101830,0
101831,1
101832,1
101833,1
101834,1
101835,0
101836,1
101837,1
101838,1
101839,0
101840,1
101841,0
101842,0
101843,1
101844,1
101845,1
101846,1
101847,1
101848,1
101849,1
101850,1
101851,0
101852,1
101853,1
101854,1
101855,1
101856,0
101857,1
101858,1
101859,1
101860,1
101861,0
101862,1
101863,0
101864,0
101865,1
101866,1
101867,0
101868,1
101869,0
101870,1
101871,1
101872,0
101873,0
101874,0
101875,1
101876,1
101877,1
101878,1
101879,0
101880,1
101881,0
101882,1
101883,1
101884,0
101885,1
101886,0
101887,0
101888,1
101889,1
101890,0
101891,1
101892,1
101893,1
101894,0
101895,1
101896,1
101897,0
101898,0
101899,0
101900,1
101901,1
101902,0
101903,0
101904,1
101905,0
101906,0
101907,1
101908,0
101909,1
101910,0
101911,1
101912,1
101913,1
101914,1
101915,1
101916,0
101917,0
101918,1
101919,0
101920,1
101921,1
101922,0
101923,0
101924,1
101925,1
101926,0
101927,1
101928,1
101929,1
101930,1
101931,1
101932,0
101933,0
101934,0
101935,1
101936,0
101937,1
101938,0
101939,0
101940,1
101941,1
101942,1
101943,0
101944,0
101945,0
101946,0
101947,1
101948,1
101949,0
101950,0
101951,1
101952,0
101953,0
101954,1
101955,1
101956,0
101957,0
101958,0
101959,1
101960,0
101961,0
101962,0
101963,1
101964,1
101965,0
101966,1
101967,0
101968,0
101969,0
101970,1
101971,0
101972,1
101973,1
101974,1
101975,0
101976,0
101977,0
101978,1
101979,0
101980,0
101981,0
101982,1
101983,0
101984,0
101985,1
101986,0
101987,1
101988,0
101989,1
101990,0
101991,1
101992,1
101993,0
101994,1
101995,1
101996,1
101997,1
101998,1
101999,1
102000,0
102001,1
102002,0
102003,1
102004,1
102005,0
102006,1
102007,0
102008,0
102009,1
102010,0
102011,0
102012,0
102013,0
102014,1
102015,0
102016,1
102017,1
102018,1
102019,0
102020,0
102021,1
102022,0
102023,0
102024,1
102025,1
102026,0
102027,0
102028,0
102029,1
102030,1
102031,1
102032,0
102033,0
102034,1
102035,1
102036,1
102037,0
102038,0
102039,1
102040,1
102041,1
102042,0
102043,0
102044,0
102045,0
102046,1
102047,1
102048,1
102049,0
102050,1
102051,0
102052,0
102053,1
102054,0
102055,1
102056,0
102057,1
102058,0
102059,0
102060,0
102061,1
102062,0
102063,0
102064,1
102065,1
102066,0
102067,0
102068,1
102069,1
102070,1
102071,0
102072,1
102073,0
102074,1
102075,1
102076,0
102077,1
102078,0
102079,1
102080,0
102081,1
102082,1
102083,0
102084,0
102085,0
102086,0
102087,1
102088,1
102089,1
102090,1
102091,1
102092,1
102093,1
102094,1
102095,0
102096,0
102097,1
102098,1
102099,1
102100,0
102101,1
102102,0
102103,0
102104,0
102105,1
102106,0
102107,1
102108,1
102109,1
102110,0
102111,0
102112,0
102113,1
102114,1
102115,0
102116,1
102117,0
102118,0
102119,1
102120,1
102121,1
102122,0
102123,1
102124,0
102125,0
102126,0
102127,1
102128,0
102129,0
102130,0
102131,0
102132,1
102133,0
102134,0
102135,0
102136,0
102137,1
102138,1
102139,0
102140,1
102141,1
102142,1
102143,0
102144,0
102145,0
102146,0
102147,1
102148,0
102149,1
102150,1
102151,0
102152,0
102153,0
102154,1
102155,0
102156,0
102157,0
102158,1
102159,0
102160,0
102161,1
102162,1
102163,0
102164,1
102165,1
102166,0
102167,1
102168,0
102169,1
102170,0
102171,0
102172,1
102173,0
102174,0
102175,1
102176,1
102177,1
102178,0
102179,0
102180,0
102181,0
102182,1
102183,1
102184,1
102185,0
102186,0
102187,0
102188,0
102189,1
102190,0
102191,1
102192,0
102193,1
102194,1
102195,1
102196,1
102197,1
102198,0
102199,1
102200,1
102201,0
102202,0
102203,1
102204,1
102205,0
102206,1
102207,0
102208,0
102209,0
102210,0
102211,0
102212,1
102213,0
102214,1
102215,1
102216,0
102217,1
102218,0
102219,1
102220,0
102221,1
102222,1
102223,0
102224,0
102225,0
102226,0
102227,0
102228,0
102229,1
102230,1
102231,1
102232,0
102233,0
102234,1
102235,0
102236,0
102237,1
102238,1
102239,1
102240,0
102241,1
102242,1
102243,0
102244,1
102245,0
102246,0
102247,0
102248,1
102249,1
102250,0
102251,0
102252,0
102253,1
102254,0
102255,1
102256,1
102257,1
102258,1
102259,0
102260,1
102261,1
102262,0
102263,1
102264,0
102265,1
102266,0
102267,0
102268,0
102269,1
102270,0
102271,0
102272,0
102273,1
102274,0
102275,1
102276,0
102277,1
102278,0
102279,0
102280,0
102281,0
102282,0
102283,0
102284,1
102285,1
102286,0
102287,0
102288,1
102289,0
102290,0
102291,1
102292,0
102293,0
102294,0
102295,1
102296,0
102297,0
102298,1
102299,1
102300,1
102301,1
102302,0
102303,1
102304,1
102305,0
102306,0
102307,1
102308,0
102309,0
102310,0
102311,1
102312,1
102313,0
102314,0
102315,1
102316,1
102317,1
102318,0
102319,1
102320,1
102321,1
102322,0
102323,1
102324,0
102325,0
102326,1
102327,1
102328,1
102329,1
102330,1
102331,1
102332,0
102333,1
102334,1
102335,0
102336,0
102337,0
102338,1
102339,1
102340,0
102341,0
102342,0
102343,1
102344,1
102345,1
102346,1
102347,1
102348,1
102349,1
102350,0
102351,0
102352,1
102353,0
102354,1
102355,1
102356,1
102357,0
102358,1
102359,1
102360,0
102361,0
102362,1
102363,1
102364,1
102365,0
102366,0
102367,0
102368,0
102369,1
102370,1
102371,0
102372,1
102373,0
102374,0
102375,0
102376,0
102377,0
102378,1
102379,1
102380,0
102381,0
102382,0
102383,1
102384,0
102385,1
102386,0
102387,0
102388,1
102389,1
102390,1
102391,1
102392,0
102393,1
102394,0
102395,0
102396,0
102397,0
102398,0
102399,0
102400,1
102401,0
102402,1
102403,1
102404,0
102405,0
102406,0
102407,1
102408,0
102409,0
102410,0
102411,1
102412,0
102413,1
102414,1
102415,1
102416,1
102417,0
102418,0
102419,0
102420,1
102421,0
102422,1
102423,1
102424,1
102425,0
102426,1
102427,1
102428,1
102429,0
102430,1
102431,1
102432,1
102433,0
102434,0
102435,1
102436,0
102437,0
102438,0
102439,1
102440,1
102441,1
102442,1
102443,0
102444,0
102445,1
102446,0
102447,0
102448,1
102449,1
102450,0
102451,0
102452,1
102453,0
102454,1
102455,1
102456,1
102457,1
102458,1
102459,1
102460,0
102461,1
102462,1
102463,0
102464,1
102465,1
102466,0
102467,0
102468,1
102469,0
102470,1
102471,0
102472,1
102473,1
102474,0
102475,1
102476,1
102477,0
102478,1
102479,1
102480,0
102481,0
102482,0
102483,1
102484,1
102485,0
102486,1
102487,1
102488,0
102489,0
102490,0
102491,1
102492,1
102493,0
102494,1
102495,0
102496,0
102497,1
102498,1
102499,0
102500,1
102501,0
102502,1
102503,0
102504,0
102505,0
102506,1
102507,1
102508,0
102509,0
102510,1
102511,0
102512,1
102513,0
102514,0
102515,0
102516,0
102517,1
102518,1
102519,1
102520,1
102521,1
102522,0
102523,0
102524,0
102525,1
102526,0
102527,0
102528,1
102529,0
102530,0
102531,0
102532,0
102533,0
102534,0
102535,1
102536,1
102537,0
102538,0
102539,0
102540,0
102541,1
102542,1
102543,1
102544,1
102545,1
102546,0
102547,0
102548,1
102549,1
102550,1
102551,0
102552,1
102553,1
102554,0
102555,0
102556,0
102557,0
102558,1
102559,1
102560,1
102561,1
102562,0
102563,1
102564,0
102565,1
102566,0
102567,1
102568,1
102569,0
102570,1
102571,0
102572,1
102573,0
102574,1
102575,0
102576,0
102577,1
102578,0
102579,1
102580,1
102581,1
102582,1
102583,0
102584,1
102585,0
102586,1
102587,0
102588,1
102589,0
102590,0
102591,0
102592,1
102593,1
102594,0
102595,0
102596,0
102597,0
102598,1
102599,1
102600,1
102601,0
102602,0
102603,0
102604,0
102605,1
102606,1
102607,0
102608,1
102609,0
102610,1
102611,0
102612,1
102613,1
102614,0
102615,1
102616,0
102617,0
102618,0
102619,0
102620,0
102621,1
102622,1
102623,1
102624,1
102625,0
102626,0
102627,0
102628,1
102629,1
102630,0
102631,0
102632,0
102633,1
102634,0
102635,0
102636,0
102637,0
102638,0
102639,0
102640,0
102641,1
102642,1
102643,0
102644,1
102645,1
102646,0
102647,1
102648,0
102649,1
102650,1
102651,1
102652,1
102653,0
102654,0
102655,1
102656,1
102657,0
102658,1
102659,1
102660,0
102661,1
102662,1
102663,0
102664,1
102665,1
102666,0
102667,0
102668,1
102669,1
102670,1
102671,1
102672,0
102673,0
102674,1
102675,0
102676,0
102677,1
102678,0
102679,1
102680,1
102681,0
102682,0
102683,0
102684,0
102685,0
102686,1
102687,0
102688,1
102689,1
102690,1
102691,0
102692,0
102693,1
102694,1
102695,0
102696,0
102697,1
102698,0
102699,1
102700,1
102701,0
102702,0
102703,0
102704,1
102705,0
102706,0
102707,1
102708,0
102709,1
102710,0
102711,1
102712,1
102713,1
102714,0
102715,0
102716,0
102717,0
102718,0
102719,1
102720,1
102721,1
102722,0
102723,1
102724,0
102725,1
102726,0
102727,1
102728,1
102729,0
102730,1
102731,0
102732,0
102733,1
102734,0
102735,1
102736,0
102737,0
102738,0
102739,0
102740,0
102741,0
102742,0
102743,1
102744,0
102745,0
102746,1
102747,0
102748,0
102749,0
102750,0
102751,1
102752,1
102753,0
102754,0
102755,0
102756,0
102757,1
102758,0
102759,1
102760,1
102761,1
102762,1
102763,1
102764,1
102765,0
102766,0
102767,0
102768,1
102769,1
102770,1
102771,0
102772,1
102773,0
102774,0
102775,0
102776,1
102777,1
102778,1
102779,0
102780,1
102781,1
102782,0
102783,0
102784,0
102785,0
102786,1
102787,0
102788,0
102789,1
102790,1
102791,1
102792,1
102793,1
102794,1
102795,0
