y_true,identifier
5273.0,121007
6076.0,121008
5511.0,121009
1274.0,121010
4192.0,121011
804.0,121012
12248.0,121013
2800.0,121014
3770.0,121015
1996.0,121016
13147.0,121017
3766.0,121018
5867.0,121019
1964.0,121020
2438.0,121021
5272.0,121022
7253.0,121023
2104.0,121024
5744.0,121025
2821.0,121026
3726.0,121027
10073.0,121028
4973.0,121029
3985.0,121030
5797.0,121031
5683.0,121032
2327.0,121033
912.0,121034
3286.0,121035
4326.0,121036
3190.0,121037
598.0,121038
2054.0,121039
1668.0,121040
2197.0,121041
3184.0,121042
3103.0,121043
4865.0,121044
1064.0,121045
4720.0,121046
9842.0,121047
1616.0,121048
14211.0,121049
2966.0,121050
7594.0,121051
2356.0,121052
1802.0,121053
6207.0,121054
2516.0,121055
9899.0,121056
3188.0,121057
2922.0,121058
822.0,121059
8589.0,121060
751.0,121061
3835.0,121062
2576.0,121063
1529.0,121064
6001.0,121065
1286.0,121066
2529.0,121067
5111.0,121068
2275.0,121069
6670.0,121070
1229.0,121071
1209.0,121072
7754.0,121073
8271.0,121074
11706.0,121075
2489.0,121076
5146.0,121077
8097.0,121078
1447.0,121079
1718.0,121080
10226.0,121081
4221.0,121082
1033.0,121083
2675.0,121084
4814.0,121085
2669.0,121086
977.0,121087
9770.0,121088
2822.0,121089
3918.0,121090
5227.0,121091
3744.0,121092
4056.0,121093
5838.0,121094
1473.0,121095
1832.0,121096
1192.0,121097
789.0,121098
4041.0,121099
10473.0,121100
10173.0,121101
4666.0,121102
3036.0,121103
4152.0,121104
20451.0,121105
8084.0,121106
3245.0,121107
8933.0,121108
11278.0,121109
3355.0,121110
4656.0,121111
1504.0,121112
1251.0,121113
1089.0,121114
585.0,121115
1466.0,121116
3853.0,121117
2503.0,121118
5842.0,121119
5689.0,121120
2454.0,121121
1387.0,121122
4100.0,121123
3518.0,121124
199.0,121125
6247.0,121126
3363.0,121127
5720.0,121128
7825.0,121129
7445.0,121130
3459.0,121131
7562.0,121132
6035.0,121133
2809.0,121134
6088.0,121135
4607.0,121136
2127.0,121137
3296.0,121138
4131.0,121139
7054.0,121140
3641.0,121141
9469.0,121142
2776.0,121143
3468.0,121144
9467.0,121145
5213.0,121146
7803.0,121147
2177.0,121148
3012.0,121149
4110.0,121150
3565.0,121151
5867.0,121152
1814.0,121153
2887.0,121154
27952.0,121155
2522.0,121156
2348.0,121157
5009.0,121158
1114.0,121159
6668.0,121160
4068.0,121161
9702.0,121162
6587.0,121163
2085.0,121164
4899.0,121165
2718.0,121166
8955.0,121167
2951.0,121168
4882.0,121169
1762.0,121170
1111.0,121171
2111.0,121172
25874.0,121173
12592.0,121174
2351.0,121175
7022.0,121176
320.0,121177
1989.0,121178
4212.0,121179
3144.0,121180
6539.0,121181
5017.0,121182
13086.0,121183
4240.0,121184
21216.0,121185
3146.0,121186
8103.0,121187
4668.0,121188
7930.0,121189
4007.0,121190
2429.0,121191
2690.0,121192
1741.0,121193
3847.0,121194
3095.0,121195
7454.0,121196
6521.0,121197
9234.0,121198
6925.0,121199
741.0,121200
6408.0,121201
2162.0,121202
2852.0,121203
15633.0,121204
4466.0,121205
1839.0,121206
11642.0,121207
3561.0,121208
1814.0,121209
6680.0,121210
7670.0,121211
3488.0,121212
8127.0,121213
3120.0,121214
2215.0,121215
5534.0,121216
4763.0,121217
996.0,121218
12405.0,121219
6925.0,121220
3544.0,121221
6093.0,121222
13341.0,121223
1119.0,121224
5020.0,121225
3119.0,121226
2479.0,121227
4356.0,121228
637.0,121229
1414.0,121230
6708.0,121231
3993.0,121232
944.0,121233
7805.0,121234
753.0,121235
5343.0,121236
17538.0,121237
11895.0,121238
9550.0,121239
3460.0,121240
4732.0,121241
1921.0,121242
1628.0,121243
3529.0,121244
2761.0,121245
2086.0,121246
17335.0,121247
2936.0,121248
2090.0,121249
19326.0,121250
3307.0,121251
3955.0,121252
7086.0,121253
1226.0,121254
4782.0,121255
1213.0,121256
1725.0,121257
3408.0,121258
8069.0,121259
6309.0,121260
3542.0,121261
4773.0,121262
4920.0,121263
1824.0,121264
6791.0,121265
859.0,121266
6465.0,121267
8153.0,121268
2077.0,121269
12672.0,121270
1533.0,121271
2348.0,121272
4033.0,121273
7412.0,121274
2070.0,121275
13190.0,121276
3167.0,121277
1284.0,121278
5344.0,121279
8570.0,121280
10961.0,121281
5933.0,121282
2444.0,121283
8984.0,121284
1818.0,121285
3929.0,121286
10243.0,121287
1625.0,121288
441.0,121289
13962.0,121290
4225.0,121291
1512.0,121292
3312.0,121293
1615.0,121294
3132.0,121295
4642.0,121296
3453.0,121297
5615.0,121298
4023.0,121299
3642.0,121300
3810.0,121301
8341.0,121302
2679.0,121303
2306.0,121304
1771.0,121305
5262.0,121306
4502.0,121307
5626.0,121308
2957.0,121309
1669.0,121310
7085.0,121311
2923.0,121312
1597.0,121313
2816.0,121314
4021.0,121315
1971.0,121316
962.0,121317
8890.0,121318
3357.0,121319
6572.0,121320
14001.0,121321
18962.0,121322
5979.0,121323
2281.0,121324
4724.0,121325
8395.0,121326
2305.0,121327
2082.0,121328
5097.0,121329
3072.0,121330
1546.0,121331
2312.0,121332
5801.0,121333
5427.0,121334
5192.0,121335
3262.0,121336
6260.0,121337
4061.0,121338
6256.0,121339
17149.0,121340
1045.0,121341
9709.0,121342
4991.0,121343
3655.0,121344
2743.0,121345
8312.0,121346
602.0,121347
5528.0,121348
2406.0,121349
6024.0,121350
7642.0,121351
6399.0,121352
6479.0,121353
5898.0,121354
1984.0,121355
986.0,121356
1678.0,121357
4439.0,121358
1448.0,121359
10386.0,121360
3733.0,121361
2496.0,121362
2512.0,121363
3228.0,121364
8258.0,121365
4929.0,121366
8280.0,121367
3381.0,121368
9242.0,121369
8091.0,121370
2220.0,121371
5173.0,121372
4843.0,121373
5601.0,121374
909.0,121375
7802.0,121376
5632.0,121377
1093.0,121378
1179.0,121379
4653.0,121380
13590.0,121381
4323.0,121382
1852.0,121383
2676.0,121384
1870.0,121385
15129.0,121386
3332.0,121387
12588.0,121388
15846.0,121389
3224.0,121390
3680.0,121391
6213.0,121392
22110.0,121393
1091.0,121394
1398.0,121395
1970.0,121396
2048.0,121397
2368.0,121398
11922.0,121399
9474.0,121400
9747.0,121401
2557.0,121402
4869.0,121403
4054.0,121404
1817.0,121405
8818.0,121406
4045.0,121407
4087.0,121408
3147.0,121409
3976.0,121410
9079.0,121411
1803.0,121412
1765.0,121413
1415.0,121414
4911.0,121415
4205.0,121416
6374.0,121417
2890.0,121418
3029.0,121419
2621.0,121420
1567.0,121421
4748.0,121422
1662.0,121423
4391.0,121424
3386.0,121425
1782.0,121426
2356.0,121427
3264.0,121428
2191.0,121429
650.0,121430
2092.0,121431
6600.0,121432
9614.0,121433
1070.0,121434
2108.0,121435
5900.0,121436
2819.0,121437
2708.0,121438
5817.0,121439
2396.0,121440
1133.0,121441
7139.0,121442
218.0,121443
1598.0,121444
10730.0,121445
2117.0,121446
1379.0,121447
3065.0,121448
2015.0,121449
3019.0,121450
8909.0,121451
3942.0,121452
2127.0,121453
786.0,121454
4678.0,121455
12474.0,121456
2521.0,121457
5429.0,121458
3091.0,121459
3725.0,121460
2997.0,121461
6961.0,121462
5313.0,121463
3261.0,121464
2545.0,121465
671.0,121466
2520.0,121467
2732.0,121468
8186.0,121469
2361.0,121470
2755.0,121471
2907.0,121472
2618.0,121473
19764.0,121474
1012.0,121475
1390.0,121476
2718.0,121477
2637.0,121478
3114.0,121479
2656.0,121480
1680.0,121481
3268.0,121482
9882.0,121483
8484.0,121484
5269.0,121485
729.0,121486
5537.0,121487
4137.0,121488
7861.0,121489
4022.0,121490
6748.0,121491
7800.0,121492
3234.0,121493
9132.0,121494
7474.0,121495
6916.0,121496
1041.0,121497
4757.0,121498
4930.0,121499
1475.0,121500
4650.0,121501
16974.0,121502
2864.0,121503
1544.0,121504
1599.0,121505
945.0,121506
3853.0,121507
2519.0,121508
1607.0,121509
11020.0,121510
1300.0,121511
6649.0,121512
4361.0,121513
2220.0,121514
6755.0,121515
6443.0,121516
4134.0,121517
1612.0,121518
4867.0,121519
6050.0,121520
3726.0,121521
6163.0,121522
4687.0,121523
2666.0,121524
1615.0,121525
13735.0,121526
1881.0,121527
4191.0,121528
2585.0,121529
3776.0,121530
14993.0,121531
4126.0,121532
1516.0,121533
4866.0,121534
5628.0,121535
3527.0,121536
8102.0,121537
1313.0,121538
15114.0,121539
6199.0,121540
2973.0,121541
5423.0,121542
2765.0,121543
6032.0,121544
1328.0,121545
1041.0,121546
1539.0,121547
5285.0,121548
5978.0,121549
5510.0,121550
3824.0,121551
1293.0,121552
14109.0,121553
5429.0,121554
6760.0,121555
2550.0,121556
5680.0,121557
1001.0,121558
2094.0,121559
11696.0,121560
5381.0,121561
12605.0,121562
2297.0,121563
5848.0,121564
3195.0,121565
6869.0,121566
7715.0,121567
2744.0,121568
2072.0,121569
3077.0,121570
5678.0,121571
4075.0,121572
7852.0,121573
3432.0,121574
3056.0,121575
1301.0,121576
7223.0,121577
5490.0,121578
2541.0,121579
7715.0,121580
3561.0,121581
12274.0,121582
9014.0,121583
2600.0,121584
6926.0,121585
687.0,121586
5751.0,121587
3785.0,121588
763.0,121589
2096.0,121590
1005.0,121591
10212.0,121592
3153.0,121593
2577.0,121594
1944.0,121595
11651.0,121596
3373.0,121597
5452.0,121598
4077.0,121599
2865.0,121600
1062.0,121601
1897.0,121602
2051.0,121603
2584.0,121604
991.0,121605
2392.0,121606
4499.0,121607
2991.0,121608
5729.0,121609
1596.0,121610
13622.0,121611
1074.0,121612
8206.0,121613
11520.0,121614
1811.0,121615
727.0,121616
8839.0,121617
2245.0,121618
5287.0,121619
13234.0,121620
1414.0,121621
6649.0,121622
6254.0,121623
16956.0,121624
1630.0,121625
2603.0,121626
3196.0,121627
6882.0,121628
3499.0,121629
13628.0,121630
20944.0,121631
7121.0,121632
4817.0,121633
4993.0,121634
3250.0,121635
10147.0,121636
3667.0,121637
2684.0,121638
4638.0,121639
5888.0,121640
5442.0,121641
1146.0,121642
1883.0,121643
7197.0,121644
2773.0,121645
8467.0,121646
10051.0,121647
1461.0,121648
4765.0,121649
8230.0,121650
5453.0,121651
6766.0,121652
3415.0,121653
4024.0,121654
8653.0,121655
9208.0,121656
10987.0,121657
3016.0,121658
3924.0,121659
8306.0,121660
5619.0,121661
2394.0,121662
7215.0,121663
7179.0,121664
9485.0,121665
1646.0,121666
10176.0,121667
5701.0,121668
4595.0,121669
3235.0,121670
2746.0,121671
1164.0,121672
4331.0,121673
5008.0,121674
1704.0,121675
1623.0,121676
2482.0,121677
2582.0,121678
12669.0,121679
1347.0,121680
12183.0,121681
4456.0,121682
3954.0,121683
9865.0,121684
5203.0,121685
4930.0,121686
4765.0,121687
9829.0,121688
5467.0,121689
3669.0,121690
2168.0,121691
3262.0,121692
1504.0,121693
1791.0,121694
5646.0,121695
4703.0,121696
2417.0,121697
4148.0,121698
6090.0,121699
878.0,121700
8061.0,121701
899.0,121702
1993.0,121703
1672.0,121704
7179.0,121705
1586.0,121706
1380.0,121707
3423.0,121708
5722.0,121709
7033.0,121710
7133.0,121711
5392.0,121712
10187.0,121713
21634.0,121714
4533.0,121715
950.0,121716
2072.0,121717
7586.0,121718
1035.0,121719
3504.0,121720
5885.0,121721
5006.0,121722
8382.0,121723
8864.0,121724
2269.0,121725
5689.0,121726
2420.0,121727
2997.0,121728
6355.0,121729
3482.0,121730
2427.0,121731
9003.0,121732
1494.0,121733
17636.0,121734
7205.0,121735
2825.0,121736
10992.0,121737
1927.0,121738
922.0,121739
4256.0,121740
6430.0,121741
480.0,121742
8396.0,121743
18986.0,121744
2054.0,121745
12847.0,121746
3832.0,121747
1957.0,121748
729.0,121749
5661.0,121750
4400.0,121751
1299.0,121752
4677.0,121753
2242.0,121754
1361.0,121755
2608.0,121756
6206.0,121757
